id,title,author/0,author/1,author/2,institution/0,citedby/0,year,author/3,institution/1,cites/0,cites/1,cites/2,cites/3,cites/4,cites/5,citedby/1,author/4,citedby/2,citedby/3,citedby/4,citedby/5,citedby/6,citedby/7,citedby/8,citedby/9,citedby/10,citedby/11,citedby/12,citedby/13,citedby/14,citedby/15,citedby/16,institution/2,citedby/17,citedby/18,citedby/19,citedby/20,citedby/21,citedby/22,citedby/23,citedby/24,citedby/25,citedby/26,citedby/27,citedby/28,citedby/29,citedby/30,citedby/31,citedby/32,citedby/33,citedby/34,citedby/35,citedby/36,citedby/37,citedby/38,citedby/39,citedby/40,citedby/41,citedby/42,citedby/43,citedby/44,citedby/45,citedby/46,citedby/47,citedby/48,citedby/49,citedby/50,citedby/51,citedby/52,citedby/53,citedby/54,citedby/55,citedby/56,citedby/57,citedby/58,citedby/59,citedby/60,citedby/61,author/5,author/6,institution/3,cites/6,cites/7,cites/8,citedby/62,citedby/63,citedby/64,citedby/65,citedby/66,citedby/67,citedby/68,citedby/69,citedby/70,citedby/71,citedby/72,citedby/73,citedby/74,citedby/75,citedby/76,citedby/77,citedby/78,citedby/79,citedby/80,citedby/81,citedby/82,citedby/83,citedby/84,citedby/85,citedby/86,citedby/87,citedby/88,institution/4,institution/5,institution/6,author/7,cites/9,author/8,author/9,author/10,author/11,author/12,author/13,cites/10,cites/11,institution/7,institution/8,cites/12,cites/13,cites/14,cites/15,cites/16,cites/17,cites/18,cites/19,cites/20,cites/21,cites/22,cites/23
10.1007/978-3-540-31843-9_56,Graph-Drawing Contest Report,Emden Gansner,Stephen G. Kobourov,Franz J. Brandenburg,AT&T Research,,2004,Christian A. Duncan,Universität Passau,,,,,,,,,,,,,,,,,,,,,,,,University of Arizona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of Miami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_57,"Fast Algorithms for Hard Graph Problems: Bidimensionality, Minors, and Local Treewidth",Erik D. Demaine,MohammadTaghi Hajiaghayi,,Massachusetts Institute of Technology,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_54,Open Problems Wiki,Marcus Raitner,,,University of Passau,,2004,,,10.1007/978-3-540-24595-7_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_55,Visualization and ILOG CPLEX,Adrian Vasiliu,Georg Sander,,IBM ILOG Visualization Group,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_49,Visualisation of Large and Complex Networks Using PolyPlane,Tom Murtagh,Seok Hee Hong,,University of Sydney,,2004,,,10.1007/978-3-642-25878-7_9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_47,Graphael: A System for Generalized Force-Directed Layouts,Kevin Wampler,Stephen G. Kobourov,Gary V. Yee,University of Arizona,,2004,David Forrester,,10.1007/978-3-540-24595-7_9,10.1007/978-3-642-25878-7_9,10.1007/3-540-62495-3_36,10.1007/3-540-45848-4_34,10.1007/3-540-44541-2_21,,,Armand Navabi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_48,QUOGGLES: Query On Graphs – A Graphical Largely Extensible System,Franz J. Brandenburg,Paul Holleis,,University of Munich,,2004,,University of Passau,10.1007/3-540-62495-3_43,10.1007/3-540-37623-2_34,10.1007/3-540-63938-1_88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_30,Building Blocks of Upward Planar Digraphs,Patrick Healy,Karol Lynch,,University of Limerick,10.1007/11618058_12,2004,,,10.1007/3-540-37623-2_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-662-45803-7_2,"Picking Planar Edges. or, Drawing a Graph with a Planar Subgraph",Marcus Schaefer,,,DePaul University,,2014,,,10.1007/3-540-37623-2_18,10.1007/978-3-642-36763-2_15,10.1007/978-3-642-11805-0_20,10.1007/978-3-642-11805-0_32,10.1007/978-3-642-00219-9_29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_31,A Linear Time Algorithm for Constructing Maximally Symmetric Straight-Line Drawings of Planar Graphs,Peter Eades,Seok Hee Hong,,University of Sydney,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-662-45803-7_1,Planar Induced Subgraphs of Sparse Graphs,David Eppstein,Glencora Borradaile,Pingan Zhu,Oregon State University,10.1007/978-3-662-45803-7_1,2014,,University of California,10.1007/3-540-45848-4_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-662-45803-7_4,Drawing Simultaneously Embedded Graphs with Few Bends,Luca Grilli,Ignaz Rutter,Jan Kratochvíl,Karlsruhe Institute of Technology,10.1007/978-3-662-45803-7_3,2014,Seok Hee Hong,University of Sydney,10.1007/978-3-319-03841-4_28,10.1007/978-3-540-31843-9_21,10.1007/978-3-540-77537-9_28,10.1007/978-3-642-36763-2_15,10.1007/978-3-319-03841-4_20,10.1007/978-3-642-18469-7_4,10.1007/978-3-319-27261-0_14,,,,,,,,,,,,,,,,,Charles University in Prague,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Università degli Studi di Perugia,10.1007/3-540-37623-2_20,10.1007/11618058_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-662-45803-7_3,Drawing Partially Embedded and Simultaneously Planar Graphs,Timothy M. Chan,Petra Mutzel,Fabrizio Frati,The University of Sydney,10.1007/978-3-319-27261-0_14,2014,Marcus Schaefer,University of Waterloo,10.1007/978-3-662-45803-7_4,10.1007/3-540-46648-7_17,10.1007/978-3-540-31843-9_21,10.1007/978-3-540-77537-9_28,10.1007/978-3-642-36763-2_15,10.1007/978-3-319-03841-4_33,,Carsten Gutwenger,,,,,,,,,,,,,,,,Technische Universität Dortmund,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anna Lubiw,,DePaul University,10.1007/3-540-37623-2_20,10.1007/11618058_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_34,Long Alternating Paths in Bicolored Point Sets,János Pach,Jan Kynčl,Géza Tóth,Charles University,10.1007/978-3-642-00219-9_18,2004,,New York University,10.1007/3-540-62495-3_33,,,,,,,,,,,,,,,,,,,,,,,Alfréd Rényi Institute of Mathematics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_35,Intersection Reverse Sequences and Geometric Applications,Gábor Tardos,Adam Marcus,,Alfréd Rényi Institute of Mathematics,,2004,,Georgia Institute of Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_32,Train Tracks and Confluent Drawings,Daniel Štefankovič,Peter Hui,Marcus Schaefer,University of Chicago,10.1007/978-3-642-25878-7_2,2004,,DePaul University,10.1007/978-3-540-24595-7_1,,,,,,10.1007/978-3-642-18469-7_31,,10.1007/978-3-319-03841-4_31,10.1007/11618058_16,10.1007/978-3-540-70904-6_39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_33,The Three Dimensional Logic Engine,Matthew Kitching,Sue Whitesides,,McGill U.,,2004,,U. of Toronto,10.1007/978-3-540-24595-7_55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-24595-7_2,An Experimental Study of Crossing Minimization Heuristics,Petra Mutzel,Carsten Gutwenger,,Technische Universität Wien,10.1007/978-3-642-25878-7_10,2003,,Stiftung caesar,10.1007/BFb0021792,10.1007/3-540-63938-1_67,10.1007/3-540-36151-0_27,,,,10.1007/11618058_21,,10.1007/978-3-540-31843-9_51,10.1007/978-3-540-24595-7_55,10.1007/978-3-642-11805-0_11,10.1007/11618058_4,10.1007/978-3-540-70904-6_14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-24595-7_1,Confluent Drawings: Visualizing Non-planar Diagrams in a Planar Way,David Eppstein,Matthew Dickerson,Michael T. Goodrich,"University of California, Irvine",10.1007/978-3-642-18469-7_17,2003,Jeremy Yu Meng,Middlebury College,10.1007/3-540-46648-7_18,10.1007/3-540-62495-3_57,10.1007/3-540-46648-7_12,10.1007/3-540-63938-1_46,,,10.1007/978-3-662-45803-7_16,,10.1007/978-3-642-25878-7_30,10.1007/978-3-642-25878-7_31,10.1007/978-3-540-31843-9_32,10.1007/978-3-642-18469-7_31,10.1007/978-3-319-03841-4_31,10.1007/978-3-642-36763-2_7,10.1007/978-3-540-70904-6_39,10.1007/978-3-540-70904-6_38,10.1007/978-3-540-70904-6_37,10.1007/978-3-319-27261-0_22,10.1007/978-3-319-27261-0_33,10.1007/978-3-642-25878-7_2,10.1007/978-3-319-03841-4_34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-662-45803-7_9,Untangling Hairballs,Arlind Nocaj,Mark Ortmann,Ulrik Brandes,University of Konstanz,10.1007/978-3-319-27261-0_1,2014,,,10.1007/978-3-540-70904-6_6,10.1007/978-3-642-00219-9_21,10.1007/978-3-642-25878-7_9,10.1007/978-3-540-31843-9_25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-24595-7_4,Bounds and Methods for k-Planar Crossing Numbers,Imrich Vrt’o,Farhad Shahrokhi,Ondrej Sýkora,Institute of Mathematics Slovak Academy of Sciences,,2003,Laszlo A. Székely,University of North Texas,,,,,,,,,,,,,,,,,,,,,,,,Loughborough University Loughborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,University of South Carolina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-24595-7_3,Stop Minding Your P’s and Q’s: Implementing a Fast and Simple DFS-Based Planarity Testing and Embedding Algorithm,Pier Francesco Cortese,Maurizio Patrignani,Giuseppe Di Battista,Università di Roma Tre,10.1007/978-3-540-31843-9_10,2003,John M. Boyer,PureEdge Solutions Inc. Victoria,,,,,,,10.1007/978-3-540-77537-9_17,,10.1007/978-3-540-24595-7_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-24595-7_6,Two Results on Intersection Graphs of Polygons,Jan Kratochvíl,Martin Pergel,,Charles University,,2003,,,10.1007/3-540-45848-4_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-662-45803-7_6,Simultaneous Embeddability of Two Partitions,Tanja Hartmann,Jan Christoph Athenstädt,Martin Nöllenburg,University of Konstanz,10.1007/978-3-662-45803-7_6,2014,,Karlsruhe Institute of Technology,10.1007/978-3-642-00219-9_39,10.1007/3-540-36151-0_43,10.1007/978-3-642-11805-0_33,10.1007/3-540-37623-2_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-24595-7_5,How Many Ways Can One Draw a Graph?,János Pach,Géza Tóth,,Hungarian Academy of Sciences,10.1007/978-3-540-77537-9_16,2003,,,10.1007/3-540-37623-2_18,10.1007/3-540-45848-4_20,,,,,10.1007/978-3-319-27261-0_26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-662-45803-7_5,Planar and Quasi Planar Simultaneous Geometric Embedding,Stephen Wismath,Henk Meijer,Emilio Di Giacomo,Università degli Studi di Perugia,10.1007/978-3-662-45803-7_22,2014,Giuseppe Liotta,University College Roosevelt,10.1007/978-3-540-70904-6_35,10.1007/978-3-642-11805-0_18,10.1007/978-3-540-77537-9_7,10.1007/BFb0021784,10.1007/978-3-642-25878-7_26,10.1007/978-3-642-18469-7_4,,Walter Didimo,,,,,,,,,,,,,,,,University of Lethbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-662-45803-7_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-24595-7_8,Noncrossing Hamiltonian Paths in Geometric Graphs,Jakub Černý,Zdeněk Dvořák,Vít Jelínek,Charles University,,2003,Jan Kára,,10.1007/BFb0021784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-662-45803-7_8,A Coloring Algorithm for Disambiguating Graph and Map Drawings,Yifan Hu,Lei Shi,,Chinese Academy of Sciences,,2014,,Yahoo Labs,10.1007/978-3-642-25878-7_31,10.1007/978-3-642-18469-7_25,10.1007/978-3-642-18469-7_18,10.1007/978-3-642-25878-7_9,10.1007/978-3-540-70904-6_29,10.1007/3-540-63938-1_67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/978-3-642-36763-2_40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-24595-7_7,Stretching of Jordan Arc Contact Systems,Hubert de Fraysseix,Patrice Ossona de Mendez,,"UMR 8557, CNRS",10.1007/978-3-540-31843-9_23,2003,,,,,,,,,10.1007/978-3-319-03841-4_11,,10.1007/978-3-540-70904-6_28,10.1007/978-3-540-31843-9_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-662-45803-7_7,Luatodonotes: Boundary Labeling for Annotations in Texts,Philipp Kindermann,Alexander Wolff,Fabian Lipp,Universität Würzburg,,2014,,,10.1007/978-3-540-31843-9_7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-24595-7_9,GraphAEL: Graph Animations with Evolving Layouts,Cesim Erten,Kevin Wampler,Philip J. Harding,University of Arizona,10.1007/978-3-642-25878-7_11,2003,Stephen G. Kobourov,,10.1007/978-3-642-11805-0_48,10.1007/3-540-36151-0_3,10.1007/978-3-642-25878-7_9,10.1007/BFb0021824,10.1007/3-540-63938-1_66,10.1007/3-540-44541-2_21,10.1007/978-3-642-00219-9_14,Gary Yee,10.1007/978-3-540-77537-9_36,10.1007/978-3-540-31843-9_24,10.1007/11618058_3,10.1007/978-3-540-70904-6_19,10.1007/978-3-319-27261-0_2,10.1007/978-3-540-24595-7_9,10.1007/978-3-642-18469-7_5,10.1007/978-3-642-36763-2_43,10.1007/978-3-642-11805-0_18,10.1007/978-3-642-36763-2_39,10.1007/11618058_18,10.1007/978-3-642-25878-7_19,10.1007/978-3-540-31843-9_47,10.1007/978-3-642-36763-2_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_27,Hamiltonian-with-Handles Graphs and the k-Spine Drawability Problem,Emilio Di Giacomo,Giuseppe Liotta,Matthew Suderman,McGill University,,2004,Walter Didimo,Università degli Studi di Perugia,10.1007/3-540-45848-4_26,10.1007/3-540-36151-0_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_28,Distributed Graph Layout for Sensor Networks,Yehuda Koren,Craig Gotsman,,Harvard University,10.1007/978-3-540-31843-9_28,2004,,AT&T Research,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_25,Graph Drawing by Stress Majorization,Yehuda Koren,Emden R. Gansner,Stephen North,AT&T Research,10.1007/978-3-540-70904-6_6,2004,,,10.1007/BFb0021792,10.1007/978-3-540-24595-7_42,10.1007/3-540-44541-2_17,10.1007/3-540-37623-2_28,10.1007/3-540-44541-2_18,10.1007/3-540-36151-0_20,10.1007/978-3-662-45803-7_27,,10.1007/978-3-642-25878-7_11,10.1007/978-3-540-77537-9_36,10.1007/978-3-642-00219-9_21,10.1007/978-3-642-00219-9_22,10.1007/978-3-642-00219-9_20,10.1007/978-3-662-45803-7_9,10.1007/978-3-319-03841-4_21,10.1007/978-3-642-36763-2_6,10.1007/978-3-319-27261-0_3,10.1007/978-3-540-70904-6_37,10.1007/978-3-319-03841-4_39,10.1007/978-3-319-03841-4_24,10.1007/978-3-642-11805-0_12,10.1007/978-3-662-45803-7_20,10.1007/978-3-540-77537-9_23,,10.1007/11618058_14,10.1007/978-3-642-00219-9_19,10.1007/978-3-540-70904-6_3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-44541-2_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_26,Computing Radial Drawings on the Minimum Number of Circles,Henk Meijer,Emilio Di Giacomo,Giuseppe Liotta,Queen’s University,10.1007/978-3-540-70904-6_34,2004,Walter Didimo,Università degli Studi di Perugia,10.1007/3-540-36151-0_4,10.1007/978-3-540-24595-7_39,10.1007/978-3-540-24595-7_37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_29,Drawing Large Graphs with a Potential-Field-Based Multilevel Algorithm,Michael Jünger,Stefan Hachul,,Universität zu Köln,10.1007/11618058_22,2004,,,10.1007/3-540-44541-2_17,10.1007/3-540-44541-2_18,10.1007/3-540-36151-0_20,10.1007/3-540-44541-2_19,10.1007/3-540-37623-2_44,10.1007/3-540-37623-2_33,10.1007/978-3-642-18469-7_15,,10.1007/978-3-319-27261-0_5,10.1007/978-3-319-27261-0_3,10.1007/978-3-319-27261-0_4,10.1007/978-3-319-03841-4_27,10.1007/978-3-642-18469-7_8,10.1007/978-3-319-03841-4_24,10.1007/978-3-319-27261-0_41,10.1007/978-3-642-25878-7_18,10.1007/11618058_28,10.1007/978-3-540-70904-6_4,10.1007/978-3-642-00219-9_19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-44541-2_20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_41,Visual Navigation of Compound Graphs,Marcus Raitner,,,University of Passau,10.1007/978-3-319-03841-4_43,2004,,,10.1007/3-540-44541-2_36,10.1007/3-540-37623-2_29,10.1007/3-540-62495-3_41,10.1007/3-540-45848-4_19,10.1007/3-540-36151-0_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_42,Layout Volumes of the Hypercube,Imrich Vrt’o,Lubomir Torok,,Institute of Mathematics and Computer Science,,2004,,Slovak Academy of Sciences,10.1007/3-540-44541-2_27,10.1007/3-540-58950-3_351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_40,No-Three-in-Line-in-3D,David R. Wood,Attila Pór,,Charles University,10.1007/978-3-642-36763-2_28,2004,,Carleton University,10.1007/3-540-45848-4_26,10.1007/978-3-540-24595-7_19,10.1007/978-3-540-24595-7_20,10.1007/3-540-63938-1_49,10.1007/978-3-540-24595-7_22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_45,A Compound Graph Layout Algorithm for Biological Pathways,Ahmet Cetintas,Ugur Dogrusoz,Erhan Giral,Tom Sawyer Software,10.1007/978-3-642-11805-0_25,2004,Emek Demir,Bilkent University,10.1007/978-3-540-24595-7_29,10.1007/3-540-62495-3_42,10.1007/BFb0021834,10.1007/3-540-45848-4_43,,,,Ali Civril,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_46,Curvilinear Graph Drawing Using the Force-Directed Method,Benjamin Finkel,Roberto Tamassia,,Brown University,10.1007/978-3-642-18469-7_17,2004,,Massachusetts Institute of Technology,10.1007/BFb0021792,10.1007/3-540-44541-2_12,10.1007/3-540-37623-2_12,10.1007/3-540-37623-2_13,10.1007/3-540-46648-7_12,10.1007/3-540-36151-0_20,10.1007/978-3-642-18469-7_15,,10.1007/978-3-642-25878-7_30,10.1007/978-3-540-70904-6_7,10.1007/978-3-642-25878-7_31,10.1007/978-3-642-36763-2_14,10.1007/978-3-642-18469-7_18,10.1007/978-3-642-18469-7_40,10.1007/978-3-642-36763-2_41,10.1007/978-3-642-36763-2_40,10.1007/978-3-540-70904-6_3,10.1007/978-3-642-25878-7_13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.1007/3-540-37623-2_4,10.1007/3-540-63938-1_68,10.1007/3-540-62495-3_48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1007/978-3-540-31843-9_43,New Theoretical Bounds of Visibility Representation of Plane Graphs,Xin He,Huaming Zhang,,SUNY at Buffalo,10.1007/978-3-642-00219-9_8,2004,,,,,,,,,10.1007/11618058_41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
